"cb_tessin_1960" "cw_kindheitsmuster_1976" "gg_blechtrommel_1959" "hb_gruppenbild_1971" "wk_aussicht_1981" "wk_gold_1972" "wk_gruesse_2003" "wk_heilewelt_1998" "wk_hundstage_1988" "wk_kapitel_1975" "wk_markbein_1991" "wk_tadel_1971" "wk_umsonst_2006" "wk_willkommen_1984" "wk_zeit_1978"
"cb_tessin_1960" 0 1.24189906778003 1.36024173355481 1.26559930819819 1.4231575940176 1.29711178285369 1.16587398970016 1.21074323850667 1.19952102190052 1.1687465368747 1.25827285156739 1.27236266576656 1.22586264516506 1.25241134258998 1.3440393788975
"cw_kindheitsmuster_1976" 1.24189906778003 0 1.16800409679056 1.02508136219915 1.22263768029156 1.27509688068764 1.15811865913131 1.12817766771518 1.1178991111333 1.14010733544249 1.14017805584654 1.28202481600887 1.26419574927033 1.14050785874075 1.14541971395425
"gg_blechtrommel_1959" 1.36024173355481 1.16800409679056 0 1.24792648429683 1.44727225457956 1.32058176117392 1.2781447127052 1.21369097682007 1.16191843837114 1.29139702567287 1.26442673598969 1.26432349846184 1.31578541205854 1.19272805243958 1.35747221457805
"hb_gruppenbild_1971" 1.26559930819819 1.02508136219915 1.24792648429683 0 1.35295466367099 1.31238222146763 1.21564813061424 1.20957590942009 1.19742497030366 1.14637173079274 1.18768808795497 1.33793219064249 1.35533239847441 1.18440617288093 1.25296888172613
"wk_aussicht_1981" 1.4231575940176 1.22263768029156 1.44727225457956 1.35295466367099 0 1.12433882484822 1.10674646801657 1.00252319921905 1.07674732661383 1.0802869772163 1.13421473471303 1.08415164959272 1.15363984462051 0.976802374981105 0.631279767159573
"wk_gold_1972" 1.29711178285369 1.27509688068764 1.32058176117392 1.31238222146763 1.12433882484822 0 1.01263008164388 0.957600552633658 1.02939654010457 0.72404253765053 1.04284210250684 0.589414874759329 1.02714233937912 0.873634293378215 0.991031659447191
"wk_gruesse_2003" 1.16587398970016 1.15811865913131 1.2781447127052 1.21564813061424 1.10674646801657 1.01263008164388 0 0.710159271516479 0.688221493812661 0.934953015907997 0.755389218818212 0.971842174845019 0.793426265946172 0.815496735158631 1.0940526513257
"wk_heilewelt_1998" 1.21074323850667 1.12817766771518 1.21369097682007 1.20957590942009 1.00252319921905 0.957600552633658 0.710159271516479 0 0.715177813192433 0.909986304639196 0.776305195320611 0.944079837660903 0.800959145458558 0.765299148737428 0.971243952742963
"wk_hundstage_1988" 1.19952102190052 1.1178991111333 1.16191843837114 1.19742497030366 1.07674732661383 1.02939654010457 0.688221493812661 0.715177813192433 0 0.94441251516203 0.740265144909118 1.01127897252582 0.873773995298123 0.763459459781697 1.09687364491646
"wk_kapitel_1975" 1.1687465368747 1.14010733544249 1.29139702567287 1.14637173079274 1.0802869772163 0.72404253765053 0.934953015907997 0.909986304639196 0.94441251516203 0 1.00102403373659 0.805888147360955 1.04937300861779 0.806536440871619 0.944114200412335
"wk_markbein_1991" 1.25827285156739 1.14017805584654 1.26442673598969 1.18768808795497 1.13421473471303 1.04284210250684 0.755389218818212 0.776305195320611 0.740265144909118 1.00102403373659 0 1.04360903472894 0.898207639820705 0.827855224705686 1.10903847982684
"wk_tadel_1971" 1.27236266576656 1.28202481600887 1.26432349846184 1.33793219064249 1.08415164959272 0.589414874759329 0.971842174845019 0.944079837660903 1.01127897252582 0.805888147360955 1.04360903472894 0 0.996291300712655 0.869206049841738 0.970988538749929
"wk_umsonst_2006" 1.22586264516506 1.26419574927033 1.31578541205854 1.35533239847441 1.15363984462051 1.02714233937912 0.793426265946172 0.800959145458558 0.873773995298123 1.04937300861779 0.898207639820705 0.996291300712655 0 0.954716553990471 1.12940653311184
"wk_willkommen_1984" 1.25241134258998 1.14050785874075 1.19272805243958 1.18440617288093 0.976802374981105 0.873634293378215 0.815496735158631 0.765299148737428 0.763459459781697 0.806536440871619 0.827855224705686 0.869206049841738 0.954716553990471 0 0.944879972804768
"wk_zeit_1978" 1.3440393788975 1.14541971395425 1.35747221457805 1.25296888172613 0.631279767159573 0.991031659447191 1.0940526513257 0.971243952742963 1.09687364491646 0.944114200412335 1.10903847982684 0.970988538749929 1.12940653311184 0.944879972804768 0
