,markers,antimarkers,sum
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_98.txt,25,27,-2
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_34.txt,29,32,-3
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_6.txt,25,28,-3
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_54.txt,30,33,-3
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_69.txt,27,31,-4
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_2.txt,13,17,-4
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/aussicht_1981_49.txt,24,28,-4
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_7.txt,30,34,-4
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_81.txt,25,30,-5
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_1.txt,12,17,-5
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_101.txt,18,24,-6
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_31.txt,23,29,-6
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_20.txt,28,34,-6
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_59.txt,23,29,-6
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_39.txt,27,33,-6
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_91.txt,21,28,-7
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/aussicht_1981_87.txt,22,29,-7
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_64.txt,22,30,-8
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_24.txt,27,35,-8
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_86.txt,25,33,-8
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_92.txt,17,26,-9
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_65.txt,25,35,-10
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_46.txt,23,33,-10
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_22.txt,21,31,-10
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_25.txt,23,34,-11
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_30.txt,20,32,-12
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_53.txt,25,38,-13
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_29.txt,18,31,-13
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_80.txt,18,31,-13
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_42.txt,29,44,-15
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_11.txt,19,34,-15
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_17.txt,18,33,-15
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_103.txt,18,33,-15
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_72.txt,17,34,-17
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_16.txt,23,41,-18
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_3.txt,15,34,-19
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_85.txt,22,41,-19
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_38.txt,24,43,-19
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_37.txt,18,39,-21
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_21.txt,13,34,-21
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_12.txt,20,42,-22
/home/ulrike/Dokumente/Rostock/Lehre/SS_22/Kempowski/stylo_4/sample_dump/zeit_1978_33.txt,16,38,-22
