"cb_jauche_1975" "cb_quints_1985" "cb_tessin_1960" "cw_kindheitsmuster_1976" "cw_medea_1996" "cw_nachdenken_1968" "gg_blechtrommel_1959" "gg_raettin_1986" "gg_schnecke_1972" "hb_clown_1963" "hb_frauen_1975" "hb_gruppenbild_1971" "wk_aussicht_1981" "wk_gold_1972" "wk_gruesse_2003" "wk_heilewelt_1998" "wk_hundstage_1988" "wk_kapitel_1975" "wk_markbein_1991" "wk_tadel_1971" "wk_umsonst_2006" "wk_willkommen_1984" "wk_zeit_1978"
"cb_jauche_1975" 0 0.273711314798358 0.370689344133884 0.241987292466556 0.209807258675278 0.241270499474713 0.339554574136774 0.410772898159953 0.209807258675278 0.35710393810495 0.315588377639897 0.387760064900379 0.819881519882722 0.983956029311915 0.745419046154715 0.745803366449141 0.714425400810298 0.587867458909429 0.544588739693282 1.32241112938697 0.978680309684546 1.07471938631026 0.983895224610136
"cb_quints_1985" 0.273711314798358 0 0.27142269227073 0.168686486659406 0.112250065120789 0.231027989136173 0.312326160977128 0.313215704605464 0.112250065120789 0.259546744550462 0.216321725776743 0.223908621297983 0.774104103268296 0.888588469310541 0.685371014424424 0.628577122183221 0.589569647178724 0.588221080060711 0.436278171299214 1.20685678103962 0.917627863040989 0.933240082900074 0.856038855179966
"cb_tessin_1960" 0.370689344133884 0.27142269227073 0 0.254240237205215 0.179453351330655 0.284246171430814 0.328341071194369 0.38041899081533 0.179453351330655 0.23064241762609 0.240321015800702 0.306228463440401 0.829074956871636 1.05340891701503 0.791092803012897 0.839876351306258 0.720910386237278 0.671528409444402 0.548268662160178 1.26226502664888 1.01805016535294 1.06198548699469 0.98661167884855
"cw_kindheitsmuster_1976" 0.241987292466556 0.168686486659406 0.254240237205215 0 0.0747868858745602 0.204151297044944 0.255810311060506 0.275752525359236 0.0747868858745602 0.205027438859274 0.199139270711228 0.253331232766989 0.73717315864108 0.979440045198352 0.645051076012869 0.674099308837995 0.562215975921035 0.528888605828053 0.434774356967516 1.14963020743792 0.904912269140526 0.935930565148042 0.790828546886771
"cw_medea_1996" 0.209807258675278 0.112250065120789 0.179453351330655 0.0747868858745602 0 0.163565128666481 0.200076095856339 0.200965639484675 0 0.147296679429673 0.124352384836668 0.19652407209715 0.671908897365896 0.914175783923168 0.625597764686128 0.660422999975603 0.541457034906623 0.492075058113747 0.368815310829523 1.11260387071169 0.856009349447491 0.898945957446497 0.807158327517896
"cw_nachdenken_1968" 0.241270499474713 0.231027989136173 0.284246171430814 0.204151297044944 0.163565128666481 0 0.316780819541073 0.364530768151157 0.163565128666481 0.263292837320221 0.28791751350315 0.303353531533208 0.790636456015963 0.982850100920423 0.7662081642232 0.718031347990108 0.672177656566276 0.560869744551185 0.483139335216141 1.21915275051537 0.927519032419061 1.01326998183312 0.956407020280225
"gg_blechtrommel_1959" 0.339554574136774 0.312326160977128 0.328341071194369 0.255810311060506 0.200076095856339 0.316780819541073 0 0.380909785128296 0.200076095856339 0.343044804275133 0.276811327183416 0.352590665888104 0.865042786298586 1.10252317134724 0.74177479836646 0.767780948032401 0.686970322376575 0.672657484585242 0.549397737301018 1.26383510050417 0.96562471469627 1.05939643370527 0.94855613310628
"gg_raettin_1986" 0.410772898159953 0.313215704605464 0.38041899081533 0.275752525359236 0.200965639484675 0.364530768151157 0.380909785128296 0 0.200965639484675 0.348262318914348 0.325318024321344 0.36671522177833 0.859423657762864 1.11514142340784 0.779407754381428 0.833546162888801 0.695761233697776 0.673586594454806 0.569780950314198 1.31356951019637 0.991146293140429 1.01051514011759 0.924725266008564
"gg_schnecke_1972" 0.209807258675278 0.112250065120789 0.179453351330655 0.0747868858745602 0 0.163565128666481 0.200076095856339 0.200965639484675 0 0.147296679429673 0.124352384836668 0.19652407209715 0.671908897365896 0.914175783923168 0.625597764686128 0.660422999975603 0.541457034906623 0.492075058113747 0.368815310829523 1.11260387071169 0.856009349447491 0.898945957446497 0.807158327517896
"hb_clown_1963" 0.35710393810495 0.259546744550462 0.23064241762609 0.205027438859274 0.147296679429673 0.263292837320221 0.343044804275133 0.348262318914348 0.147296679429673 0 0.247601323600862 0.294874216758929 0.819205576795568 1.06147246335284 0.761615320135192 0.781492652487995 0.678780220043358 0.63937173754342 0.516111990259196 1.2478439872243 0.947024687192697 1.04624263687617 0.954455006947568
