"cb_jauche_1975" "cb_quints_1985" "cb_tessin_1960" "cw_kindheitsmuster_1976" "cw_medea_1996" "cw_nachdenken_1968" "gg_blechtrommel_1959" "gg_raettin_1986" "gg_schnecke_1972" "hb_clown_1963" "hb_frauen_1975" "hb_gruppenbild_1971" "wk_aussicht_1981" "wk_gold_1972" "wk_gruesse_2003" "wk_heilewelt_1998" "wk_hundstage_1988" "wk_kapitel_1975" "wk_markbein_1991" "wk_tadel_1971" "wk_umsonst_2006" "wk_willkommen_1984" "wk_zeit_1978"
"cb_jauche_1975" 0 0.613421833493187 1.20350153300774 0.824232225431226 1.16686744321559 1.18319185925016 1.03856920791984 1.01748947343821 0.998122566281459 1.17360110951599 1.22596060259552 1.01874173159392 1.07824892138565 1.18809754583233 1.06272128537171 0.978924579939646 1.05729225020416 1.12391521681977 1.06324433526174 1.17037296616977 1.11653427600203 1.06008780440851 1.03535943994381
"cb_quints_1985" 0.613421833493187 0 1.11673618363449 0.814979882766431 1.06187692742365 1.18833681358101 1.07894969143866 1.07141040673337 0.985107154758626 1.07724301486904 1.17453653940492 0.939797048655531 1.26828875727352 1.11148288174197 1.00027739559485 1.00774684102224 1.05304568098532 1.10635345735225 0.969996715632039 1.11856891008686 1.08923776743613 1.007509065193 1.16661773318685
"cb_tessin_1960" 1.20350153300774 1.11673618363449 0 1.23810353497007 1.13722004875747 1.22649874159109 1.21485894689008 1.44306274672846 1.36794399147505 0.925817803537358 1.1700566502009 1.15790403112931 1.37802711083063 1.14151189954828 1.05341916598897 1.10341818436592 1.11269469405695 1.0285639591436 1.14884636353863 1.1502282775556 1.09125695775829 1.10486713165905 1.26697643509562
"cw_kindheitsmuster_1976" 0.824232225431226 0.814979882766431 1.23810353497007 0 0.897017670222314 0.946656104025567 1.09728224411224 1.02260317589806 1.02405306944899 1.08558016883863 1.17967965641437 0.895520280882312 1.17033216730371 1.24928053273858 1.0778734650721 1.07491347841587 1.05237091726958 1.0961910608026 0.995976247610558 1.2338258458835 1.22920263685271 1.03952903208077 1.07627464133214
"cw_medea_1996" 1.16686744321559 1.06187692742365 1.13722004875747 0.897017670222314 0 0.911991002229478 1.22181219020282 1.17377173034888 1.23022136523457 1.07638171432521 1.10989282937086 1.12268907124267 1.41196024159794 1.31378987546224 1.24362515312348 1.28676865254022 1.22307171267475 1.13899477397662 1.20691869973553 1.32118171322511 1.33963517093305 1.21050047794779 1.34034086958927
"cw_nachdenken_1968" 1.18319185925016 1.18833681358101 1.22649874159109 0.946656104025567 0.911991002229478 0 1.41459124704242 1.24005841632344 1.27922558429435 1.14754930301466 1.09736763124005 1.16042732214769 1.32705257328375 1.30860228424932 1.28261482236739 1.29725753237378 1.35969339811672 1.12914329629313 1.3186104367804 1.34464812631406 1.38196410710912 1.27675900597315 1.20049449516113
"gg_blechtrommel_1959" 1.03856920791984 1.07894969143866 1.21485894689008 1.09728224411224 1.22181219020282 1.41459124704242 0 1.06900359684015 0.890034304683792 1.16638061054784 1.34978918892868 1.1585997020845 1.41186270650755 1.22260724847838 1.17880695936036 1.07915331052326 1.07187916980171 1.17813845410772 1.13728851082371 1.14897660960026 1.22465678789874 1.06362576964828 1.25593503009592
"gg_raettin_1986" 1.01748947343821 1.07141040673337 1.44306274672846 1.02260317589806 1.17377173034888 1.24005841632344 1.06900359684015 0 0.760218757856124 1.29046517904632 1.27203474687143 1.0991354147566 1.31946214865204 1.30562458591122 1.32111978445248 1.31679185912418 1.27208600690513 1.19906528885666 1.286614308009 1.31505593336338 1.4138363572935 1.19322667857472 1.19080190256522
"gg_schnecke_1972" 0.998122566281459 0.985107154758626 1.36794399147505 1.02405306944899 1.23022136523457 1.27922558429435 0.890034304683792 0.760218757856124 0 1.25803743347057 1.24743357002947 1.06382343729161 1.34851338926941 1.27949901599475 1.31086031426281 1.24494635480262 1.23871678715642 1.21534982093085 1.24946017099496 1.26968696686678 1.44433360135751 1.17302017495476 1.20706267000768
"hb_clown_1963" 1.17360110951599 1.07724301486904 0.925817803537358 1.08558016883863 1.07638171432521 1.14754930301466 1.16638061054784 1.29046517904632 1.25803743347057 0 0.95535965964175 0.94849553171246 1.40570434807932 1.12817785926703 1.085599620918 1.10751621475269 1.07866427252747 1.03628716073884 1.09631561393972 1.1196373744096 1.18359102014657 1.07333786378612 1.24021998322692
"hb_frauen_1975" 1.22596060259552 1.17453653940492 1.1700566502009 1.17967965641437 1.10989282937086 1.09736763124005 1.34978918892868 1.27203474687143 1.24743357002947 0.95535965964175 0 0.980461630561226 1.30241390048715 1.24886522438054 1.28345641533768 1.33972248547249 1.36785820848406 1.15172357892084 1.29250960491541 1.30516440823251 1.41013745056446 1.28333631826295 1.14446517385165
"hb_gruppenbild_1971" 1.01874173159392 0.939797048655531 1.15790403112931 0.895520280882312 1.12268907124267 1.16042732214769 1.1585997020845 1.0991354147566 1.06382343729161 0.94849553171246 0.980461630561226 0 1.23805154441589 1.18266472834497 1.07745584691819 1.06685589264013 1.08279990534132 1.01888929838424 0.99078203712959 1.23174941273556 1.224028398481 0.987041343316382 1.11909375014476
"wk_aussicht_1981" 1.07824892138565 1.26828875727352 1.37802711083063 1.17033216730371 1.41196024159794 1.32705257328375 1.41186270650755 1.31946214865204 1.34851338926941 1.40570434807932 1.30241390048715 1.23805154441589 0 1.13240792048917 1.0835767285484 0.966470345889834 1.05774171121221 1.04595074940309 1.07002960222061 1.13513020321105 1.06700268091512 0.957969011490651 0.535578563914184
"wk_gold_1972" 1.18809754583233 1.11148288174197 1.14151189954828 1.24928053273858 1.31378987546224 1.30860228424932 1.22260724847838 1.30562458591122 1.27949901599475 1.12817785926703 1.24886522438054 1.18266472834497 1.13240792048917 0 0.942375112548989 0.863215863308119 0.986329296132276 0.616659667301604 0.981031326647802 0.445148407881488 0.950141782478037 0.75336541566112 0.936941208325358
"wk_gruesse_2003" 1.06272128537171 1.00027739559485 1.05341916598897 1.0778734650721 1.24362515312348 1.28261482236739 1.17880695936036 1.32111978445248 1.31086031426281 1.085599620918 1.28345641533768 1.07745584691819 1.0835767285484 0.942375112548989 0 0.559106241567171 0.590241762927427 0.844708521419334 0.586885903388198 0.919843238502509 0.638135744215069 0.731410911737339 1.05369616374657
"wk_heilewelt_1998" 0.978924579939646 1.00774684102224 1.10341818436592 1.07491347841587 1.28676865254022 1.29725753237378 1.07915331052326 1.31679185912418 1.24494635480262 1.10751621475269 1.33972248547249 1.06685589264013 0.966470345889834 0.863215863308119 0.559106241567171 0 0.626488855236112 0.810958355040132 0.611867591276985 0.852740624732629 0.615928513534731 0.662659135466591 0.919034157966657
"wk_hundstage_1988" 1.05729225020416 1.05304568098532 1.11269469405695 1.05237091726958 1.22307171267475 1.35969339811672 1.07187916980171 1.27208600690513 1.23871678715642 1.07866427252747 1.36785820848406 1.08279990534132 1.05774171121221 0.986329296132276 0.590241762927427 0.626488855236112 0 0.885639253963361 0.593430993787116 0.957288371647066 0.756037681462544 0.691966283477096 1.0534875843861
"wk_kapitel_1975" 1.12391521681977 1.10635345735225 1.0285639591436 1.0961910608026 1.13899477397662 1.12914329629313 1.17813845410772 1.19906528885666 1.21534982093085 1.03628716073884 1.15172357892084 1.01888929838424 1.04595074940309 0.616659667301604 0.844708521419334 0.810958355040132 0.885639253963361 0 0.93068405933732 0.71128207979473 0.980575908836964 0.650748222810286 0.86058267407794
"wk_markbein_1991" 1.06324433526174 0.969996715632039 1.14884636353863 0.995976247610558 1.20691869973553 1.3186104367804 1.13728851082371 1.286614308009 1.24946017099496 1.09631561393972 1.29250960491541 0.99078203712959 1.07002960222061 0.981031326647802 0.586885903388198 0.611867591276985 0.593430993787116 0.93068405933732 0 1.00376117558029 0.763866975234379 0.695796024971218 1.04900274562721
"wk_tadel_1971" 1.17037296616977 1.11856891008686 1.1502282775556 1.2338258458835 1.32118171322511 1.34464812631406 1.14897660960026 1.31505593336338 1.26968696686678 1.1196373744096 1.30516440823251 1.23174941273556 1.13513020321105 0.445148407881488 0.919843238502509 0.852740624732629 0.957288371647066 0.71128207979473 1.00376117558029 0 0.919477372614888 0.756979934314925 0.940019800585005
"wk_umsonst_2006" 1.11653427600203 1.08923776743613 1.09125695775829 1.22920263685271 1.33963517093305 1.38196410710912 1.22465678789874 1.4138363572935 1.44433360135751 1.18359102014657 1.41013745056446 1.224028398481 1.06700268091512 0.950141782478037 0.638135744215069 0.615928513534731 0.756037681462544 0.980575908836964 0.763866975234379 0.919477372614888 0 0.848041111673333 1.06142517005439
"wk_willkommen_1984" 1.06008780440851 1.007509065193 1.10486713165905 1.03952903208077 1.21050047794779 1.27675900597315 1.06362576964828 1.19322667857472 1.17302017495476 1.07333786378612 1.28333631826295 0.987041343316382 0.957969011490651 0.75336541566112 0.731410911737339 0.662659135466591 0.691966283477096 0.650748222810286 0.695796024971218 0.756979934314925 0.848041111673333 0 0.880134520541062
"wk_zeit_1978" 1.03535943994381 1.16661773318685 1.26697643509562 1.07627464133214 1.34034086958927 1.20049449516113 1.25593503009592 1.19080190256522 1.20706267000768 1.24021998322692 1.14446517385165 1.11909375014476 0.535578563914184 0.936941208325358 1.05369616374657 0.919034157966657 1.0534875843861 0.86058267407794 1.04900274562721 0.940019800585005 1.06142517005439 0.880134520541062 0
