"cb_jauche_1975" "cb_quints_1985" "cb_tessin_1960" "cw_kindheitsmuster_1976" "cw_medea_1996" "cw_nachdenken_1968" "gg_blechtrommel_1959" "gg_raettin_1986" "gg_schnecke_1972" "hb_clown_1963" "hb_frauen_1975" "hb_gruppenbild_1971" "wk_aussicht_1981" "wk_gold_1972" "wk_gruesse_2003" "wk_heilewelt_1998" "wk_hundstage_1988" "wk_kapitel_1975" "wk_markbein_1991" "wk_tadel_1971" "wk_umsonst_2006" "wk_willkommen_1984" "wk_zeit_1978"
"cb_jauche_1975" 0 0.644618829410877 1.12543514017797 0.832789848284981 1.16098124290919 1.14507721282431 1.04182771790761 1.0868281087404 1.04744100391808 1.15631225732653 1.19019227246933 1.0358044593264 1.10378168054168 1.20064054740246 1.04605232257742 1.00017383891746 1.03569624575886 1.15386622544143 1.06141050346916 1.16880996283674 1.10812444873779 1.04408550172979 1.03884669823624
"cb_quints_1985" 0.644618829410877 0 1.03701564010678 0.801551099414554 1.03445580234799 1.10120793644261 1.09777472104397 1.11942333401849 1.01430433668873 1.07138300686982 1.11646174065429 0.958642375211586 1.2590692890845 1.14949753393348 0.974206141315847 0.987530727770987 1.00927158333224 1.12766635315736 0.988810714039397 1.15088835611509 1.07373627070675 0.99783059453914 1.17803083255936
"cb_tessin_1960" 1.12543514017797 1.03701564010678 0 1.13403116848922 1.09422651958301 1.16202042671949 1.22227490746634 1.38608109785484 1.32192159392277 0.970993303269968 1.14129915492918 1.14043066628665 1.34286768349178 1.17247712669241 1.03179439266656 1.06608918040624 1.07103496676926 1.03811155071189 1.1076673328493 1.14816628020062 1.06175364451676 1.09989168064645 1.23445309847408
"cw_kindheitsmuster_1976" 0.832789848284981 0.801551099414554 1.13403116848922 0 0.866589394348624 0.894122921124292 1.03674229862934 1.03489077459841 1.01140499288727 1.05517286778613 1.0873279757626 0.888842815994593 1.12422399904522 1.18339079915091 1.02610652448029 1.01551488593552 0.996540405815496 1.04052699677732 0.98828345341466 1.1713240513714 1.13656635873799 0.98761659645281 1.03560074063596
"cw_medea_1996" 1.16098124290919 1.03445580234799 1.09422651958301 0.866589394348624 0 0.883050421147146 1.17612129193691 1.12358775007241 1.17906707932229 1.05235454683033 1.06155188795943 1.11284242525674 1.40623746666703 1.29749938296285 1.18976325656973 1.2364491122996 1.17649485584753 1.13649466428117 1.17755368655872 1.28712035376135 1.25396391374594 1.20613736625866 1.33142173233417
"cw_nachdenken_1968" 1.14507721282431 1.10120793644261 1.16202042671949 0.894122921124292 0.883050421147146 0 1.336750294058 1.2003060081342 1.20557995325511 1.13896138186851 1.08138133694397 1.14958139152026 1.30383210882839 1.31167512260366 1.20834422379518 1.22823932878052 1.25349529669454 1.1208020222696 1.25370457334625 1.32409953252461 1.30393157979035 1.23389643196195 1.18970447472726
"gg_blechtrommel_1959" 1.04182771790761 1.09777472104397 1.22227490746634 1.03674229862934 1.17612129193691 1.336750294058 0 1.03850131329655 0.940449809174151 1.15590727993162 1.28750704908546 1.11397076071181 1.38342504234105 1.20963210824956 1.15192650904217 1.07746387692463 1.02583708966305 1.17211774279626 1.09343099834528 1.14679299420126 1.1812567815256 1.06470854677501 1.26218956442919
"gg_raettin_1986" 1.0868281087404 1.11942333401849 1.38608109785484 1.03489077459841 1.12358775007241 1.2003060081342 1.03850131329655 0 0.817835712824443 1.26453775239347 1.21015371296679 1.11350881636353 1.33164548830518 1.33639487985865 1.28180206291549 1.28707502806835 1.22962570536688 1.22671440550122 1.25112509638889 1.32786863994372 1.3571446008218 1.21458312158158 1.2367945515883
"gg_schnecke_1972" 1.04744100391808 1.01430433668873 1.32192159392277 1.01140499288727 1.17906707932229 1.20557995325511 0.940449809174151 0.817835712824443 0 1.18232328788022 1.17406584332978 1.04797110249894 1.34241153537627 1.30287886740942 1.25612618719159 1.21155197914763 1.17525797902575 1.19557530381885 1.20566744849379 1.2785837769504 1.36422465416035 1.1709597847238 1.22800720996973
"hb_clown_1963" 1.15631225732653 1.07138300686982 0.970993303269968 1.05517286778613 1.05235454683033 1.13896138186851 1.15590727993162 1.26453775239347 1.18232328788022 0 0.92957087880426 0.934760094033228 1.35504873574993 1.16376999335993 1.08897153984229 1.10029295296267 1.05551932514141 1.05542209483307 1.09803072589397 1.15541534477072 1.14769730159193 1.07386490092128 1.22795385111886
